Name,Gender,Month,Year,Family Background,Product Name,Product Type,Price,Shop Name,Brands,Mode of Payment,Occupation,Salary,Net Worth,Education,State,City
Rebecca Williams,Male,December,1976,Middle Class,vote,Household,48.17,Andrade PLC,Brand C,Debit Card,"Teacher, adult education",104900.11,2976737.01,PhD,Arkansas,East Barry
Cynthia Russell,Female,November,1973,Upper Class,against,Household,185.03,Kelly Group,Brand A,Cash,Community development worker,45920.61,7132924.79,Master,Iowa,Ramirezburgh
Brandi Benson,Male,February,1972,Upper Class,college,Grocery,105.74,Arnold-Anderson,Brand D,Credit Card,Technical brewer,113317.44,3291575.83,High School,Arizona,Kellyside
James Mcgee,Male,May,2008,Upper Middle Class,since,Personal Care,154.55,Dominguez-Patterson,Brand A,Cash,"Therapist, nutritional",97473.63,5869782.08,Bachelor,Idaho,Lake Catherinemouth
Anthony Watkins,Female,May,1995,Middle Class,arrive,Grocery,138.11,Hayes Inc,Brand C,Credit Card,"Accountant, chartered public finance",137263.92,5385637.76,Bachelor,Washington,New Robertport
Tiffany White,Female,August,1984,Upper Class,office,Electronics,163.58,Daniels Ltd,Brand D,Credit Card,Paramedic,92727.6,350194.2,Bachelor,Connecticut,New Debra
Louis Dixon,Male,April,2015,Upper Class,on,Personal Care,20.08,"Patel, Moore and Carroll",Brand B,Cash,Financial adviser,36792.57,2743084.87,Bachelor,Tennessee,Cruzport
Paula Hall,Male,November,2016,Upper Middle Class,small,Electronics,196.87,Francis-Jones,Brand C,Cash,"Administrator, charities/voluntary organisations",112006.84,1549641.06,Bachelor,Vermont,New Jenniferberg
Jeffrey Dunn,Male,November,2007,Upper Middle Class,difficult,Personal Care,141.21,"Smith, Wagner and Hill",Brand C,Cash,Careers information officer,65416.87,7560580.09,Bachelor,Delaware,Lake Ericside
Randy Nelson,Male,December,1974,Middle Class,world,Household,78.15,"Long, Hernandez and Cardenas",Brand D,Debit Card,Freight forwarder,84311.34,6199477.45,Master,Arkansas,South Gabrielle
Nicole Harrison,Male,January,1993,Upper Middle Class,sure,Household,151.06,Hendrix and Sons,Brand B,Cash,"Scientist, marine",97352.47,2452195.18,Bachelor,Missouri,Feliciaberg
Beth Edwards,Female,September,1976,Upper Class,step,Household,141.66,Mcclure-Romero,Brand B,Debit Card,Commercial art gallery manager,35637.59,3877668.02,Bachelor,Wisconsin,New Ricardoburgh
Natalie Johnson,Female,January,1975,Upper Middle Class,while,Electronics,191.77,Nichols-Mendoza,Brand C,Cash,Stage manager,147098.73,3195274.41,Bachelor,Florida,Greenstad
Charles Lee,Male,October,1994,Middle Class,sea,Grocery,12.46,Thompson Inc,Brand D,Cash,Physiological scientist,60160.94,6243560.79,High School,Arkansas,North Nicholasland
Brittany Davis,Female,November,1973,Upper Middle Class,role,Electronics,167.7,Mcpherson Group,Brand B,Cash,Fine artist,139378.37,7075827.78,Master,Nevada,South Katherineview
Brenda Vasquez,Female,April,1995,Upper Class,out,Grocery,153.47,Walters-Mendoza,Brand B,Cash,Games developer,95593.82,6073531.08,High School,Massachusetts,Ethanmouth
Kim Smith,Male,April,1989,Upper Middle Class,into,Household,65.89,Baker-Mcclure,Brand C,Debit Card,IT sales professional,51291.11,6858322.63,Master,Arizona,East Katieshire
Jeffrey Hayes,Male,April,2016,Upper Middle Class,six,Personal Care,192.87,"Jenkins, Arnold and Ross",Brand D,Debit Card,Speech and language therapist,118209.54,1281602.73,Master,Louisiana,Haysville
Julia Hill,Male,March,1985,Upper Class,always,Personal Care,91.42,Montgomery-Shepard,Brand A,Debit Card,Amenity horticulturist,96791.83,1387658.65,Master,North Dakota,Danielfort
Katherine Wright,Female,July,2008,Middle Class,suggest,Household,11.07,Huber-Huff,Brand D,Cash,"Surveyor, building control",85959.76,9381195.06,High School,Mississippi,Lake Tiffanyport
Corey Day Jr.,Male,March,2022,Upper Class,mind,Grocery,39.2,Maldonado-Macdonald,Brand A,Credit Card,Clinical research associate,68715.6,603468.87,Master,Michigan,Port Rachel
Jonathan Morris,Female,May,1985,Upper Middle Class,career,Electronics,103.2,Diaz-Meyer,Brand A,Debit Card,Network engineer,98721.24,3645047.32,Master,South Dakota,South Amyberg
Thomas Davis DDS,Female,March,1983,Upper Class,million,Grocery,109.83,"Walters, Johnson and Sanders",Brand B,Credit Card,Video editor,144838.53,5254002.24,PhD,Florida,East Jessica
Daniel Foster,Male,June,2013,Middle Class,help,Personal Care,89.03,"Williams, Valdez and Moore",Brand C,Credit Card,"Secretary, company",94444.31,1010260.98,Bachelor,Arizona,Ethanfurt
Michael Smith,Male,October,2005,Upper Class,article,Household,177.85,Peterson Group,Brand C,Cash,"Surveyor, building control",109600.14,3377558.71,Bachelor,Iowa,Salinasberg
Nichole Brown,Female,September,2018,Upper Middle Class,sure,Electronics,51.5,Bennett PLC,Brand D,Debit Card,Building services engineer,120318.68,5351939.07,Master,Rhode Island,South Donaldside
Christopher Baker,Male,February,2012,Upper Middle Class,even,Personal Care,31.8,Ortiz LLC,Brand A,Cash,"Scientist, research (life sciences)",71520.87,2479443.98,Master,Vermont,South Sarah
Linda Brown,Male,August,1995,Upper Class,man,Electronics,192.19,Mitchell-Richardson,Brand A,Credit Card,"Librarian, academic",111906.16,3277276.4,Master,Wisconsin,Lake Dale
Lisa Smith,Male,March,1999,Upper Class,new,Electronics,83.32,Grant Group,Brand A,Debit Card,Applications developer,94828.48,2900007.04,Bachelor,Utah,Larsonchester
John Cantu,Female,August,1978,Upper Class,laugh,Personal Care,107.72,"Edwards, Moreno and Elliott",Brand D,Credit Card,"Sales professional, IT",91048.27,4919366.62,PhD,Louisiana,Michelleside
Douglas Brown,Female,September,2008,Upper Middle Class,give,Electronics,180.67,Landry-Bradshaw,Brand B,Debit Card,Mudlogger,53101.49,5187557.53,High School,Massachusetts,Briggsborough
Timothy Ford,Male,April,2003,Upper Class,night,Electronics,41.81,Ross Group,Brand A,Credit Card,Passenger transport manager,144753.14,5425950.83,Bachelor,Rhode Island,Lake April
Chad Bell,Male,October,2010,Upper Class,want,Personal Care,129.12,Cox Inc,Brand D,Cash,Retail buyer,55293.78,6332193.39,Master,Montana,Michaeltown
Jennifer Sheppard,Male,November,2019,Middle Class,something,Electronics,174.34,Scott-Brown,Brand B,Debit Card,Corporate investment banker,80905.13,1128875.41,PhD,Alabama,Lake Danielleburgh
Tanya Gomez,Female,May,2003,Upper Class,military,Personal Care,132.85,"Lambert, Moore and Rogers",Brand D,Debit Card,"Administrator, sports",142770.13,7494219.17,Bachelor,Wisconsin,Scottchester
Lisa House,Male,July,2019,Middle Class,senior,Personal Care,14.51,Marshall-Perez,Brand C,Cash,"Secretary, company",116024.19,475074.52,Master,New Hampshire,East Thomas
Barbara Roberson,Male,March,2013,Upper Class,quickly,Electronics,20.31,Stanton Group,Brand A,Debit Card,Comptroller,125305.77,5625033.63,High School,Kentucky,South Christinaton
Kristine Love,Male,December,1992,Middle Class,or,Personal Care,183.09,Harrison Ltd,Brand A,Credit Card,Armed forces training and education officer,78915.93,4566144.07,Bachelor,Vermont,Lake Aprilland
Anthony Shaffer DDS,Female,August,1982,Upper Class,manage,Household,92.27,Nelson-Stephens,Brand D,Cash,Aid worker,32026.92,6765657.45,PhD,Illinois,West Kelseychester
Susan Roberts,Male,June,1997,Upper Middle Class,road,Grocery,131.87,"Flores, Diaz and Morrow",Brand D,Credit Card,Maintenance engineer,104201.92,7584009.91,Bachelor,Washington,Guerrerobury
Jennifer Figueroa,Male,August,2015,Upper Class,dark,Electronics,143.17,Jones-Perez,Brand A,Cash,Town planner,38710.73,9287672.73,PhD,Arkansas,North Tammyland
Bridget Barrett,Male,February,2017,Middle Class,window,Personal Care,65.07,Gonzales-Miller,Brand B,Debit Card,Barrister's clerk,112305.44,6105001.83,PhD,Rhode Island,New Jeffreyside
Thomas Hanna,Female,October,1991,Upper Middle Class,agency,Electronics,155.4,Wallace LLC,Brand B,Credit Card,Osteopath,82521.14,4011621.26,Master,Washington,West Tonyabury
Tammy Morris,Male,January,1985,Middle Class,deal,Grocery,100.06,Allen Group,Brand D,Cash,"Administrator, Civil Service",94016.13,1450176.46,PhD,Iowa,Allenburgh
Tiffany Lowe,Female,November,1984,Middle Class,management,Electronics,161.39,"Anderson, Harris and Parker",Brand A,Debit Card,Psychiatric nurse,131936.09,3020286.85,Bachelor,Nevada,New Derek
Tina Ramos,Male,August,1979,Upper Class,action,Grocery,66.63,Johnston-Miller,Brand D,Debit Card,Trade mark attorney,136437.37,9657117.39,Master,Utah,Tyronechester
Stephanie Smith,Female,August,2005,Middle Class,defense,Personal Care,191.9,Rice Group,Brand A,Debit Card,"Engineer, petroleum",31338.02,8760192.58,Master,Indiana,South Moniquechester
Vanessa Alexander,Male,January,2012,Middle Class,when,Household,33.41,Morris-Green,Brand D,Credit Card,Financial manager,30603.58,6006883.39,Master,Oregon,Lake Angelica
Chad Nguyen,Male,March,1975,Middle Class,fast,Household,67.89,"Becker, Butler and Gonzalez",Brand C,Credit Card,Surgeon,119795.59,9045109.12,Bachelor,New York,Alexanderview
David Chavez,Female,October,1972,Upper Middle Class,again,Personal Care,50.23,Browning Ltd,Brand A,Cash,"Doctor, general practice",138675.36,8529442.63,High School,Alaska,Davidshire
Justin Smith,Male,April,2023,Middle Class,local,Electronics,40.58,French-Terrell,Brand A,Cash,"Nurse, children's",56494.56,8364008.83,High School,Kansas,Russellmouth
Lauren Wyatt,Male,October,1973,Upper Class,enter,Household,31.78,Johnson Inc,Brand B,Debit Card,Customer service manager,110517.35,5716197.18,Bachelor,Florida,South Amanda
Sherry Davidson,Male,January,1978,Upper Class,friend,Grocery,171.76,Jones-Dillon,Brand C,Debit Card,Make,141884.38,9943699.2,Master,Florida,Port Breanna
Gabrielle Allen,Female,October,2004,Middle Class,them,Electronics,132.49,"Hughes, Williams and Mcintosh",Brand A,Credit Card,Associate Professor,38777.35,6749683.97,Master,Washington,Port Johnborough
Lynn Hardy,Female,June,1977,Middle Class,choose,Grocery,28.66,Martin-Davis,Brand B,Debit Card,"Sales professional, IT",117070.71,4923185.06,Bachelor,Nebraska,North Tylerport
Rebecca Morris,Female,April,1994,Middle Class,light,Grocery,77.86,Fritz LLC,Brand C,Debit Card,Airline pilot,110555.47,2421875.2,High School,Utah,Snydertown
Laura Dean,Female,September,1998,Middle Class,senior,Household,127.71,Vargas PLC,Brand C,Credit Card,Fitness centre manager,138014.23,3246080.78,Bachelor,Delaware,East Jennifer
Mrs. Elizabeth Peters MD,Female,June,2003,Middle Class,likely,Electronics,72.39,Gilmore-Gonzalez,Brand D,Debit Card,Cytogeneticist,109130.67,6965235.48,PhD,Utah,Kimberlyberg
Maria Barrera,Male,December,1975,Upper Middle Class,change,Grocery,117.45,Gibson Inc,Brand B,Credit Card,Theatre manager,73739.21,3231698.28,High School,Mississippi,Ashleyport
Zachary Stein,Female,October,1988,Upper Middle Class,throw,Personal Care,42.04,"Carr, Henderson and Rogers",Brand C,Credit Card,Physiological scientist,67585.77,7878035.11,High School,Nebraska,Sloanborough
Jeffrey Davis,Female,October,2018,Middle Class,great,Electronics,62.57,Day-Allen,Brand A,Cash,Prison officer,73138.32,6827843.78,High School,South Carolina,Austinland
John Smith,Female,April,2007,Middle Class,other,Electronics,176.8,Hernandez and Sons,Brand C,Cash,Personal assistant,85541.81,3651541.86,Master,New York,Edwardhaven
Lisa Lee,Female,March,2019,Upper Middle Class,rise,Grocery,102.52,"Giles, Harper and Sims",Brand D,Cash,Race relations officer,43059.92,6490960.88,High School,Rhode Island,Moraport
Joann Bradford,Male,January,1981,Upper Class,score,Grocery,169.94,Nguyen-Wu,Brand A,Credit Card,Chief Operating Officer,133045.64,1486016.52,Master,Iowa,New Angel
Jessica Clark,Male,October,2018,Upper Middle Class,cost,Grocery,60.01,"Reed, Perez and White",Brand A,Credit Card,Trade union research officer,136360.3,856977.55,High School,Louisiana,South Robertview
Anthony Smith,Male,May,2013,Middle Class,drug,Household,179.5,"Koch, Hall and Burke",Brand C,Debit Card,"Engineer, water",131950.47,6353102.3,PhD,Ohio,Westhaven
Jose Hines,Female,April,1995,Middle Class,traditional,Household,156.15,Avila Inc,Brand C,Debit Card,Adult guidance worker,55531.28,462897.46,Bachelor,Oklahoma,Jorgefurt
Nicholas Stewart,Female,December,2015,Middle Class,Mrs,Personal Care,113.26,Chaney LLC,Brand A,Debit Card,Pathologist,149847.38,4773829.11,Bachelor,Massachusetts,North Kimberly
Joshua Bartlett,Male,December,1987,Upper Class,itself,Personal Care,79.51,Miller-Fitzgerald,Brand C,Credit Card,"Investment banker, corporate",56796.8,7744233.95,Bachelor,South Carolina,New Fernandoville
Laura Boyd,Female,September,1993,Upper Middle Class,year,Personal Care,35.44,"Garcia, Waters and Moore",Brand A,Cash,Careers adviser,90134.78,996484.84,PhD,Tennessee,Emilystad
Miss Carol Bright,Female,September,1997,Upper Class,be,Grocery,105.41,Shannon Group,Brand A,Credit Card,"Teacher, early years/pre",109521.42,8495020.22,Bachelor,Delaware,Hardyport
Travis Dixon,Male,May,1977,Upper Middle Class,vote,Personal Care,153.87,Bender-Williams,Brand C,Cash,Jewellery designer,46844.48,1676301.94,Master,Nebraska,Michaelborough
Michael Vazquez,Male,August,2016,Upper Middle Class,court,Personal Care,149.82,"Larson, Jackson and Terrell",Brand B,Cash,Adult nurse,88020.41,3652075.83,High School,Arizona,North Ernest
Terri Ward,Male,December,1983,Upper Class,week,Household,154.68,Lee Group,Brand C,Debit Card,"Engineer, agricultural",57809.99,2717135.44,High School,Montana,East Susanbury
Michael Chavez,Male,August,2020,Middle Class,bring,Personal Care,18.13,Ford and Sons,Brand D,Cash,"Copywriter, advertising",54812.89,9086488.32,High School,Ohio,Tinaport
Ryan Carlson,Female,February,1977,Middle Class,relate,Personal Care,83.74,"Young, Smith and Krueger",Brand D,Debit Card,Holiday representative,140148.23,8827364.62,High School,Tennessee,New Donnabury
Rebecca Garner,Male,March,2018,Middle Class,southern,Grocery,196.31,Moore LLC,Brand A,Cash,Counselling psychologist,68888.53,7066988.9,High School,Hawaii,West Scott
Jacob Conley,Female,September,2002,Middle Class,indeed,Electronics,168.63,"Wright, Bennett and Jordan",Brand D,Debit Card,"Conservation officer, historic buildings",61597.93,5489065.61,Bachelor,Ohio,Port Markview
Nancy Parks,Male,December,2013,Upper Class,head,Household,81.57,Obrien-Hunt,Brand A,Debit Card,"Scientist, biomedical",75422.22,5918020.37,PhD,Indiana,Port Brittany
Michael Chavez,Male,April,2010,Upper Middle Class,American,Household,108.17,Barnes and Sons,Brand C,Cash,"Producer, radio",75159.45,9081700.02,Master,Idaho,North Lisa
Elizabeth Jackson,Female,December,1973,Upper Class,care,Electronics,77.05,Kelly Inc,Brand C,Debit Card,"Physicist, medical",134126.33,4919929.47,PhD,Florida,West Thomas
Mrs. Sheryl Jackson,Female,September,1982,Middle Class,act,Electronics,178.56,"Maynard, Johnston and Ryan",Brand D,Debit Card,Risk manager,30791.72,8832139.01,PhD,New Mexico,Parkerstad
Craig Robinson,Female,April,1971,Middle Class,region,Grocery,41.47,"Garcia, Alvarez and Henderson",Brand C,Cash,Risk analyst,39250.59,6470422.32,PhD,West Virginia,Bankshaven
Joel Freeman,Male,October,2000,Upper Middle Class,live,Grocery,38.55,Martinez-Pham,Brand D,Cash,Interior and spatial designer,48882.88,6060000.74,High School,New Jersey,Stewartville
Erika Russell,Male,June,1993,Upper Middle Class,all,Personal Care,135.61,Bryant-Ho,Brand D,Debit Card,"Scientist, research (physical sciences)",79753.64,3369225.18,PhD,Wyoming,Alanfurt
Katherine Nguyen,Male,October,1970,Upper Middle Class,others,Electronics,101.49,Hernandez-Brock,Brand D,Debit Card,Artist,87457.76,2185969.12,Bachelor,Washington,Port Adrienne
Megan Watts,Male,July,1986,Upper Class,media,Household,132.98,White-Scott,Brand D,Credit Card,Artist,79307.9,2512336.04,High School,Washington,Mendozaville
Steven Page,Male,April,1984,Middle Class,picture,Electronics,118.96,Wilson-Sanders,Brand A,Debit Card,Geophysicist/field seismologist,49335.5,6332450.21,High School,California,Susanshire
Nicole Gamble,Male,January,1982,Upper Middle Class,may,Grocery,179.25,Chang Group,Brand D,Debit Card,Archivist,47623.81,1746779.53,Master,Kentucky,Michaelfurt
Katherine Ramos,Male,December,1995,Upper Class,pattern,Electronics,108.16,Davis-Farmer,Brand D,Debit Card,"Psychologist, prison and probation services",78654.76,9695512.5,Bachelor,Washington,Pricemouth
Whitney Barron,Male,October,1983,Middle Class,something,Grocery,176.92,Jones-Leblanc,Brand B,Cash,Transport planner,117356.92,8230902.77,High School,Florida,North Courtneyfort
Curtis Mendez,Male,November,2008,Middle Class,soon,Household,51.15,Taylor-Haynes,Brand D,Credit Card,Civil Service administrator,102783.11,4766993.2,Bachelor,Missouri,Thomasfort
Edward Robinson,Female,January,2003,Upper Middle Class,so,Household,42.41,Long-Owens,Brand D,Credit Card,Immunologist,129643.63,6048303.27,High School,Connecticut,Yvetteton
Lindsey Jackson,Male,February,2022,Upper Class,station,Personal Care,128.41,"Bowen, Davidson and Estrada",Brand C,Cash,"Engineer, chemical",91296.59,1760444.85,Master,Indiana,New Susanport
Matthew Silva,Female,May,2013,Upper Middle Class,enjoy,Electronics,185.25,Rodriguez LLC,Brand A,Debit Card,Fish farm manager,101584.0,781544.68,High School,Maine,West Kelly
Marissa Smith,Female,December,2014,Middle Class,management,Personal Care,83.24,Webb Group,Brand B,Cash,Air cabin crew,43028.41,2103250.64,Master,Idaho,Elliottshire
Pedro Hansen,Female,February,1993,Middle Class,foot,Grocery,167.04,Holland Inc,Brand C,Credit Card,Materials engineer,102661.32,1856479.62,PhD,Pennsylvania,Banksbury
Jessica Love,Male,April,1971,Middle Class,fund,Household,176.77,Evans Inc,Brand C,Cash,Textile designer,93771.59,7548593.2,Master,North Carolina,West Javierside
Timothy Sanchez,Male,March,1991,Upper Class,source,Personal Care,101.63,"Davis, Gill and Cunningham",Brand A,Credit Card,"Psychologist, clinical",45639.46,6074399.04,High School,Georgia,East Jayfurt
Shannon Turner,Male,June,2012,Upper Middle Class,type,Personal Care,180.42,Bowers and Sons,Brand C,Cash,Ecologist,122984.45,6527394.18,Master,Arkansas,Murphyton
